rank,address,total_dog,lth_dog,sth_dog,lth_pct,sth_pct,utxo_count,lth_utxos,sth_utxos,weighted_avg_age_days,oldest_age_days,newest_age_days
7543,bc1pqj430ap7quf8qh6fjuwsmykvpvv8ypt9hqfag0dh7gnea4vffqaszv36z3,1079998.91673,624334.86872,455664.04801,57.8088,42.1912,50,46,4,276.97,617.05,50.32
7544,bc1p9uh09yyc9cwdr9g03v6aruqpdajmth6lwedegdrdtmvkqtrcdy4qgtvm0u,1079612.0,1079612.0,0.0,100.0,0.0,1,1,0,686.98,686.98,686.98
7545,bc1plfjz8z3fd9lpcsph2mxwdywqhak44wk390jml9wnnqxneqgw0ucshenn6j,1079612.0,1079612.0,0.0,100.0,0.0,2,2,0,828.11,841.78,764.0
7546,bc1p8dqs2wttrnzdc6xwhm2ln0puy9qu0quw5df9yq9pswvg4r62tvuskp4gsr,1079612.0,500000.0,579612.0,46.3129,53.6871,2,1,1,249.31,427.88,95.26
7547,bc1pqkhg0vczfz9ycl3d90mdtdkk7trzu9xs2aax78c0llqhtsge59ws5tg3k8,1079191.0,1079191.0,0.0,100.0,0.0,2,2,0,833.72,841.79,795.83
7548,bc1pwymkgslx8x9dr5cyq6hj6rpetwx3qlgv8nlvww52zls8use7azws55sn4x,1079179.6478,1079179.6478,0.0,100.0,0.0,1,1,0,629.72,629.72,629.72
7549,bc1p97pgwaset6e8pqy90xt8g3m0udykxsds4emmwl730j6efgthqq6q47dqv6,1078972.38813,1078972.38813,0.0,100.0,0.0,6,6,0,209.13,210.33,193.6
7550,bc1p25z292ykqfdr5er2ywj5cw2lwfdadqun8yu2p78hv9akm2lemjfsxfjrn9,1078786.6,1078786.6,0.0,100.0,0.0,4,4,0,807.84,841.79,647.94
7551,bc1put54xu36cjrgp79uawkhn24twy39jkhmywz6hxt46nddyec3qjpsq8rpkl,1078695.775,1078695.775,0.0,100.0,0.0,2,2,0,808.18,841.78,649.87
7552,bc1pf0mdpvvtvmggl56yekxlfnflh3ry0gt3hugawaltxqw47dtuddfq98aqsq,1078622.33336,1078622.33336,0.0,100.0,0.0,3,3,0,807.95,841.78,609.66
7553,bc1pdkqwxkqzt9x9w9tsphq8t8g4wt06jdc3s7m30chq8ls3dqwggvystxgpmv,1078539.78,1078539.78,0.0,100.0,0.0,17,17,0,775.93,798.28,167.5
7554,bc1p25hf47euy9jjnffuxlwzk4q77tyvm2rlt97x2yhr9rq2vqa9m2vsqy3mr2,1078022.05,1078022.05,0.0,100.0,0.0,2,2,0,635.05,635.13,628.73
7555,bc1pw8evcyfdqxzn767vqype02masdc6rp2ygx44pknktf6ju3qe4kvqufj2nf,1077896.28437,1077896.28437,0.0,100.0,0.0,7,7,0,415.72,596.33,219.58
7556,bc1pc3mg84kwsuvtucnmh2murlp7jq2psc69azdhz4ps76s9skmx6nlsajm5f7,1077806.0,1077806.0,0.0,100.0,0.0,3,3,0,833.31,841.78,793.2
7557,bc1pqez54jwvgajmc7xdut8fvk06vdjgcqllf708udt7l7rgn4jgapkq4zwv82,1077648.52863,1077648.52863,0.0,100.0,0.0,10,10,0,612.67,616.21,601.2
7558,bc1ph49frlzuvfgruz6dgl53493d983xqppdsv3n99cufmux2939g3sqdxu9eq,1077606.25959,1077606.25959,0.0,100.0,0.0,3,3,0,805.2,841.78,627.62
7559,bc1pu37elxmnfaff7m0lue2nfstpun3ph2fam43d5attzcsgrx6wy7gqsev4k7,1076954.95,1076954.95,0.0,100.0,0.0,6,6,0,804.7,807.04,797.81
7560,bc1pzyjpt2l5lcwlxvf0mjl5mqfjukgr92kg9xmng5kgqlr9ugfqdmps0v7g3l,1076444.45,1076444.45,0.0,100.0,0.0,14,14,0,703.94,812.23,682.53
7561,bc1p9kgk8dhr4l3n8qhdnfz6jtue4lk0d5qrd9kt9m6kec3p7dp95ecsmphvyg,1076214.0,1076214.0,0.0,100.0,0.0,2,2,0,834.13,841.52,798.85
7562,bc1pckppcn6j7w0k29ke66jyzk5lw57q9w2n53e9rrc2fqp3xc8yn6tqwaw5pa,1076056.0,1076056.0,0.0,100.0,0.0,6,6,0,528.29,613.96,412.8
7563,bc1p6mmj23xj4hk7l3ur050nmwq4zk8t74q0anyse3p3u550z8nttansq0uxfx,1075917.638,1075917.638,0.0,100.0,0.0,7,7,0,481.22,736.64,419.5
7564,bc1pep56kuqgems6wxpc4jucde9dgkh74aey25v6dslqv93q6m47h4dsxq9stm,1075714.7324,272152.49185,803562.24055,25.2997,74.7003,4,2,2,180.41,295.17,141.54
7565,bc1pgtlfljfu50yrh4ewgh4qwlt0teeh0whu5x9l9xt3vdhyky9fnavqwuvayk,1075546.8836,1075546.8836,0.0,100.0,0.0,2,2,0,606.58,606.69,606.58
7566,bc1pqf8aqcqg6feaph4wf0auehlwc4fpqs2z6lvl2myy8t77s5rz8egq65d0de,1075462.424,1023940.82664,51521.59736,95.2094,4.7906,11,10,1,217.37,425.76,117.73
7567,bc1p365ydtqxe657kq7veu3paalhh06hjcdwv70tfvhjrwp70ar3m3us7cgzu2,1075407.79152,1075407.79152,0.0,100.0,0.0,13,13,0,634.4,635.53,629.47
7568,bc1pgcr9mpswq5gme3n0dxllc6p2qet3dwewlfhel0ex6s3z2wp8geuqawterx,1074833.58,1074833.58,0.0,100.0,0.0,13,13,0,466.9,812.54,343.91
7569,bc1pws9sapxjj0pfd9tjnd6ngxajvuzf60stxdc5ex0tvzr3tgxgq7ls77fkjx,1074806.0,0.0,1074806.0,0.0,100.0,1,0,1,142.85,142.85,142.85
7570,bc1pgt3xz0g4ay3gcwawllffdseasy4pg2r8llyde93xyvr3zs8mjdps8jltlc,1074715.0,1074715.0,0.0,100.0,0.0,4,4,0,224.62,307.83,204.05
7571,bc1p4yk80aqq2qkh4xfstnt0q08hm3337yj7zr5q35sfqqwcdz0g5hes88ur9y,1074584.34896,0.0,1074584.34896,0.0,100.0,2,0,2,67.73,67.8,67.44
7572,bc1pycecz53e3675gpt494cnutnna8ffmwgza6p5d85wf4k8ttd43mksm0mk9x,1074084.24434,1074084.24434,0.0,100.0,0.0,1,1,0,359.77,359.77,359.77
7573,bc1ppasgwhsy2mdjmpu0ptczewngada2hle5aljvd68waua0d0jzrfqq4vzuv0,1073933.39718,1073933.39718,0.0,100.0,0.0,5,5,0,299.13,435.47,222.38
7574,bc1qp4z58h67fmcer0f6lk03pf7fjgjzhghp5nquqx,1073449.68,1073449.68,0.0,100.0,0.0,3,3,0,774.51,841.78,410.2
7575,bc1ptarxj65pnd8td6apu6u3np55uvxqr7usxj2475e5p9y4q02qllksd2xqaw,1073021.71241,1073021.71241,0.0,100.0,0.0,20,20,0,509.69,792.1,396.05
7576,bc1p4p44mlwdag5ju8yxhkz6aawmvw3e4dgtzuha4msyeq64ca90tvnqw2ldkz,1072959.23913,1072959.23913,0.0,100.0,0.0,6,6,0,633.45,634.48,631.87
7577,bc1psvjyfxv4szwxcswzr849j8r8vgjqntuuhqe3g02m9m8r9pcgxltq7a73z0,1072956.18678,1072956.18678,0.0,100.0,0.0,2,2,0,803.42,841.79,617.03
7578,bc1p4897kyh8pde9kjhklwssmke7q92reu9fgwhsczu3jndjwey4wm4qkjcgsx,1072624.9,1072624.9,0.0,100.0,0.0,3,3,0,739.39,841.78,241.05
7579,bc1pv8jt9ljqaphxnp2wmwsfhdampuv9smle93424nqsz6ha7e4pmphsxn9c63,1072541.2648,1072541.2648,0.0,100.0,0.0,3,3,0,425.98,576.29,331.32
7580,bc1p4gyymdh25pmd4l5chm8ej3pyqjpsh7cwkqgjm2q4nc0ycah7qmaqjm86ym,1072461.62554,1072461.62554,0.0,100.0,0.0,1,1,0,586.43,586.43,586.43
7581,bc1pzqrst6xke7wzee6yp8ygr7s3h9q47up22xerjn6yxf43jrppsz2sfhnutc,1072294.31294,1072294.31294,0.0,100.0,0.0,2,2,0,389.77,426.18,363.22
7582,bc1pn5x2435pnrynnmxy2cgah3uqvuzc6nmynydxf5gksqctsxp2rqgqt2funj,1072174.91,1072174.91,0.0,100.0,0.0,5,5,0,806.67,841.78,634.44
7583,bc1pf90r42rdk0lhcgh6t7wwm9rhtu4ac3dcdpfpakql5jv07vvwuxfq5ghruj,1071968.0954,1071968.0954,0.0,100.0,0.0,10,10,0,570.92,602.79,518.75
7584,bc1p2clyajukcqu4hlryq8gwn4tv3ye9x6u0c94z0zqcghd8w6phg0jqe0zrud,1071155.31018,0.0,1071155.31018,0.0,100.0,1,0,1,108.08,108.08,108.08
7585,bc1pthzuhh968mpr9ue8049pl63av8e87xvw458fgdvet2x44s02q5zqduqzp7,1070913.26561,0.0,1070913.26561,0.0,100.0,2,0,2,53.42,53.47,53.42
7586,bc1pxxa98ecd6eps5d5q268ypdnqnemz80kz5jl05m7g9kfwfll86ugsgrts92,1070399.14403,1070399.14403,0.0,100.0,0.0,8,8,0,797.86,841.78,548.6
7587,bc1phhj6urqp9ffw2d29z5upplt5y57zhmled9ucpas49tljhtzcdqts64lqry,1070390.12026,1070390.12026,0.0,100.0,0.0,3,3,0,574.47,584.67,557.14
7588,bc1phh5yg50axu9tgu55qs7f4v8tex3u4zjdpqpuptcuqfwm2689429sv890qy,1070000.0,1070000.0,0.0,100.0,0.0,9,9,0,535.91,575.05,514.29
7589,bc1ptyaz7wrkgx4tv0v2hwdrgsemd7s03mrdmavaeeyz7hc08y6xj73sd5rvsx,1069806.0,1069806.0,0.0,100.0,0.0,3,3,0,571.23,577.8,570.57
7590,bc1q9leqdzrx6yy9q433xe5qr8e9xetwhj2wnumry7,1069806.0,1069806.0,0.0,100.0,0.0,2,2,0,791.1,841.77,540.65
7591,bc1p0z4ruzck67anwmmgagzelmf5vr53nssvr0tzuzpkmh08f3nf0tgsg8f5tu,1069806.0,1069806.0,0.0,100.0,0.0,2,2,0,760.49,841.79,358.62
7592,bc1qk0ynes63j6x285tnhux95e8xznlh278cxgpusz,1069806.0,1069806.0,0.0,100.0,0.0,2,2,0,796.98,841.78,575.51
7593,bc1pxp0ptc80397q7rlpq8ej88sy0r0v5fvea7d54wmdvdg95vkpmudsmp7w9n,1069655.85843,889806.0,179849.85843,83.1862,16.8138,2,1,1,722.18,841.78,130.45
7594,bc1pkd5hz7p4xxsd3u4eerpvwn0k4xx3p4guxcgqgg0mhpjeup58h34s3dqder,1069568.9367,1069568.9367,0.0,100.0,0.0,2,2,0,640.59,640.68,640.12
7595,bc1ptf8du5pv4yjsws8ney5sk68dt2asj4gn58jcm4jyapqku2n40hwsatks0x,1069420.0,1069420.0,0.0,100.0,0.0,3,3,0,809.8,841.79,648.38
7596,bc1pdeajpzwpruqkkcg7ztkkcredv453klqdeffvzl3jtw8rfs5elrsqp86mdc,1069418.0,1069418.0,0.0,100.0,0.0,2,2,0,606.02,609.68,601.84
7597,bc1pwfpzsheecul7yfjeu7zt9z7lm0fj5ct3mpjhe728zul4jmxgg3fsm0swgs,1069180.84752,0.0,1069180.84752,0.0,100.0,1,0,1,4.23,4.23,4.23
7598,bc1qaz5kc5qpne7gzrdw0jzhj8usq4m8y2axh5jwdd,1069126.4,1069126.4,0.0,100.0,0.0,4,4,0,752.69,755.98,733.95
7599,bc1p77qs3rgk5l7qnfwfsuhdmq58cxde6vylaf7ljvm8wx4ypjjq047sj06tdh,1068333.26667,1068333.26667,0.0,100.0,0.0,10,10,0,564.46,637.71,474.31
7600,bc1pjw37utaul9lrt7kstfzudqznrgrauga7l83y9q66kvtnadd4f53qzejcdk,1068107.0,1068107.0,0.0,100.0,0.0,2,2,0,646.82,662.73,643.63
7601,bc1pfr79qm6u988c7nrwyvq5tc3cyjq5tkm3ghy5tsnwjwvwyh5l8ujqhw8ccm,1068101.6437,1068101.6437,0.0,100.0,0.0,11,11,0,595.89,634.48,575.36
7602,bc1p4pqzfpmc8tsy5ydfgea99gq8yu9h0cpy3ecmeez6mm35z0dfv9dqkp7nc8,1067825.4,1067825.4,0.0,100.0,0.0,12,12,0,729.98,804.97,399.43
7603,bc1pmerczdwvsupncu7yfft3elj3ll9xcn82krkre0zzd4cxw0dvv8nswden2x,1067768.0,1067768.0,0.0,100.0,0.0,2,2,0,840.56,840.58,840.45
7604,bc1pu50rhmdgwl3lswldkz436xlv73dz6grs2ac4kuxdxgk2r48qa9hs0rt6l0,1067768.0,1067768.0,0.0,100.0,0.0,2,2,0,841.45,841.79,839.77
7605,bc1qq83m6jwu5egmxyw8rtx3ejc6f9q5x0egah2gy7,1067767.2,1067767.2,0.0,100.0,0.0,2,2,0,813.99,841.78,675.04
7606,bc1ptzgqkptng639rlv99e68qxwl7mrhylqd7nn55c5dxkev0tqqcyzs462l52,1067767.2,1067767.2,0.0,100.0,0.0,1,1,0,757.15,757.15,757.15
7607,bc1py7cdu4ryg0cawmklkyjj2x6tudm5c0j3d4668n4kfey98sxd4vsqmpkxl2,1067767.2,1067767.2,0.0,100.0,0.0,2,2,0,754.47,782.45,614.55
7608,bc1pvs2hq47wl4fkew89knph08actd0zkslwkz9xgy0ncshymh7clt8sv0rxuj,1067767.2,1067767.2,0.0,100.0,0.0,12,12,0,734.57,734.57,734.57
7609,bc1pv99k2fh0v774qjjmkh4p3wgx2r7sn9jufwcw9q6t5f932tu8nshqhapxux,1067767.2,1067767.2,0.0,100.0,0.0,2,2,0,804.47,841.78,617.88
7610,bc1pe6w3qpw2eullcytmm6ama7squa6j5fp3t0hfdaa5r995755v9fkqylvwqw,1067767.2,1067767.2,0.0,100.0,0.0,2,2,0,833.8,841.78,793.85
7611,bc1pwv373d9krld84esvlcxn45r5qe009q9hcs9ktmz4f8s7p6mk275qaesgdj,1067767.2,1067767.2,0.0,100.0,0.0,14,14,0,651.35,654.41,645.24
7612,bc1pspwu8nqkgcrcvea0u325pethygu9g9ah8dxrwpv0wye27v9dngdq3vxsll,1067767.2,1067767.2,0.0,100.0,0.0,2,2,0,830.22,841.79,772.38
7613,bc1p8ys45k0ha33h25vx8hs96xh4fypeex00a9cyg2222h00vtdfnezqv0n7st,1067767.2,1067767.2,0.0,100.0,0.0,3,3,0,664.55,664.55,664.55
7614,bc1przcug9ttp639c0f376a3rrj0qnzkm8kv6v6wrqksewm7ye5uzryqq4lj9c,1067043.0,1067043.0,0.0,100.0,0.0,5,5,0,610.67,619.25,606.31
7615,bc1pt8d75agh6f7k2ued5kryn2s8me9zdurcmm54jhm0kqha9yjstfjswhfjem,1066490.58544,1066490.58544,0.0,100.0,0.0,7,7,0,624.25,635.67,555.68
7616,bc1peg5rn9vt9gg6vnunqgq8s0dv3mg4u35wgjjpu9l580cum9leyqysjd2n62,1066221.0,1066221.0,0.0,100.0,0.0,5,5,0,806.49,807.43,798.39
7617,bc1pemv7zlr422yu6jaygwkzztm3xtrkmrquulpje4m052lalmezek0qrm34qq,1066186.76125,1066186.76125,0.0,100.0,0.0,1,1,0,448.35,448.35,448.35
7618,bc1pa57qe35pyyc8crkjd5ysxx7nkfgrgau0njqf546jr2h4eqpna42sr2qleq,1066103.99998,1066103.99998,0.0,100.0,0.0,2,2,0,532.76,532.76,532.76
7619,bc1py0p6m8dnz5z3xk9werg6yj4jk3l96czanu2jf2zkek95px6t0wcqs8faev,1065936.72186,1065936.72186,0.0,100.0,0.0,19,19,0,645.81,829.31,498.47
7620,bc1pd94vzh6d6f7ru7hlyvzlr0nd8uulqph06u9vccclnu9tahpej2vqsprrjy,1065917.0,1065917.0,0.0,100.0,0.0,3,3,0,839.75,841.78,769.85
7621,bc1qkkn20yc62axgq59nmyczf8utf74gln7p5xyp4y,1065698.8574,1065698.8574,0.0,100.0,0.0,3,3,0,625.94,642.65,548.35
7622,bc1pya8czk8kt0l84qynfzxpjcpstgdrm92m5l5arzuwesc839fpuqdqk0jevf,1065393.42,1065393.42,0.0,100.0,0.0,6,6,0,621.27,758.04,434.2
7623,bc1p46a9pp2hakvm4efv5w0hsv68aca4svjmdyekgxnsjr0w6wmks04qukk8ca,1065073.0,1065073.0,0.0,100.0,0.0,7,7,0,505.25,836.5,392.72
7624,bc1pcj3hy22p687p8sqsx8sdg7sv2euss2wrkqqz0dw8cs2lrzc09qnqh6uvrc,1064819.32858,1064819.32858,0.0,100.0,0.0,8,8,0,817.15,841.78,568.92
7625,bc1q7raw5wzlqn998rtuq635pgy4jstu4hhe6csw2r,1064806.0,0.0,1064806.0,0.0,100.0,1,0,1,115.56,115.56,115.56
7626,bc1pxc023jl3srup4q0rajx0pqtz033fel3cxq6m8qzxh7p7286qxssspqcvme,1064806.0,1064806.0,0.0,100.0,0.0,2,2,0,166.58,167.84,166.57
7627,bc1p8x3uxsymankc0cjt5udjhmw0veuyxj7t34jntacrfm4hsupz0ctqqpzglw,1064295.14548,1064295.14548,0.0,100.0,0.0,3,3,0,466.59,488.43,208.76
7628,bc1p96hv95wzanqymv689eugjcpscz2xzafyk308yn0423hj980zt44qz7hjmm,1064064.9677,1064064.9677,0.0,100.0,0.0,5,5,0,784.73,841.78,444.41
7629,bc1p3nevxfp4n0sfv7vqqwv9c4tcysxd5a6ptvqu2ll2jald3c20qx5s5n34a0,1063987.2,1063987.2,0.0,100.0,0.0,2,2,0,803.63,841.78,608.76
7630,bc1pszt68aky4ryvjf6mpg0d2y2mquhfu8s7j8vzpmdmth5lapx3cy8qsn0hcz,1063977.10754,1063977.10754,0.0,100.0,0.0,11,11,0,445.28,561.46,358.7
7631,bc1qvy3p3h2qrg34x7p0gnvkr2np85zazyzcn47ra3,1063839.265,1063839.265,0.0,100.0,0.0,19,19,0,508.19,641.23,380.76
7632,bc1pczqg5mkfmj5pm48q83x9v2y3g2yp7hxfstdsf9syldtrat93vw6s3ymwuh,1063261.375,1063261.375,0.0,100.0,0.0,7,7,0,772.6,780.09,739.05
7633,bc1p5ujh7hq0lchqcyat4fudh8agtenqn8kgpazkh750fgrzzhn9vftqwfmqxk,1062961.2,0.0,1062961.2,0.0,100.0,1,0,1,148.72,148.72,148.72
7634,bc1prr46nn9wufdws86hvh54z4zj4t4m0z5kuje5c7qgcgs9actnhajqk2hvf0,1062918.28,1062918.28,0.0,100.0,0.0,6,6,0,258.06,343.8,226.8
7635,bc1pu5ansv8l3tvxrn58gjuu9tdv08c07jzztmlj4p62gcv8j3pkujnq6a5t6w,1062674.0,1062674.0,0.0,100.0,0.0,2,2,0,335.61,356.84,334.28
7636,bc1plfspye606cns20zqsvhugq704tt24y08my6ya2pd2jnfdc896f4sh4ls38,1062329.81902,1062329.81902,0.0,100.0,0.0,13,13,0,556.41,613.24,461.47
7637,bc1prccp9q2j007zwq5mdv0092urvhwkurg5g5mr6q4esjslh02udlfs5f9wx9,1062138.0126,1062138.0126,0.0,100.0,0.0,17,17,0,660.06,807.23,602.28
7638,bc1pvgvx47wkhzmasu8t6n2p7m2pdjvfdy2hpy9pgns0t2mg75j4pmksdnnyf7,1062106.4908,1062106.4908,0.0,100.0,0.0,4,4,0,557.43,563.32,456.72
7639,bc1pa25l4q4tvswm5z9zp4j2uzz63cf5tr0adsnfzql20z7mqes6h7rqhtk8ag,1062001.44705,1062001.44705,0.0,100.0,0.0,15,15,0,547.27,615.53,412.2
7640,bc1pkpepgxqu0pr0y300j95mkl7cgkzeqjh8kn3ydhpq3pfuc0hrtres6kz72h,1061472.84,1061472.84,0.0,100.0,0.0,6,6,0,818.85,841.78,627.08
7641,bc1p78h2gq2pc8vs2auy40f6q5y7r8s75mu22t00zpralwzhywxkjtlqzk4ray,1061084.08106,1061084.08106,0.0,100.0,0.0,51,51,0,670.33,805.96,609.29
7642,bc1pzt2e363cvjmf6f8u0zc88cy43ua62yxm6mpxplgtu088l8e84w9qghs3cy,1060990.48,1060990.48,0.0,100.0,0.0,12,12,0,597.44,806.1,558.05
7643,bc1pqjhgg5fdlcrgckm77m6vyq5qfklapjncx4cj5kduyf5957tyk8zsrnr5t5,1060922.4,1060922.4,0.0,100.0,0.0,58,58,0,737.84,813.26,580.26
7644,bc1pvzt62h560tlr25d6tvp9vmjhw5qfzd9ymvdh86kd5xyrs3dkr9aqyskkw3,1060648.752,1060648.752,0.0,100.0,0.0,1,1,0,789.86,789.86,789.86
7645,bc1pkd9y3zy4tr80pfx65t0tmnkdjaqjywauv0dhj6jgqu82je5m0dqsymyqt7,1060430.84286,1060430.84286,0.0,100.0,0.0,5,5,0,805.11,806.0,804.26
7646,bc1pswpd56d4pyv643yr6ne3ac8uasv576cgkndq0yu4azeu494ux0gqv0waly,1060143.597,1060143.597,0.0,100.0,0.0,1,1,0,598.85,598.85,598.85
7647,bc1p6wz5zx49yynw8xqa24j325rw6r9579dva7j62uxtss6uh5hs8s9swt3rec,1060000.0,1060000.0,0.0,100.0,0.0,8,8,0,371.4,795.79,249.54
7648,bc1pumdzxzxqfsyfh4xtqhrgrg2vh54n60tqxxec7tevah35shyguqwsy29ap2,1060000.0,0.0,1060000.0,0.0,100.0,2,0,2,110.08,110.08,110.08
7649,bc1pq3pp05k92akgetjynqz97k73ntw8lqgwq69qhqeggcqjp5u4m36qe0hwdz,1059957.0,1059957.0,0.0,100.0,0.0,10,10,0,698.89,840.42,555.63
7650,bc1pwfxfqpma9kwayqvuwa4uaa3mm3qvc9vxfmtuqa6r5hrvy3essr4s0hxr0p,1059906.0,1059906.0,0.0,100.0,0.0,4,4,0,783.83,841.78,418.53
7651,bc1prt7yus4v7lnl643tu3r4tr470m5flkfygr29fkfk9sz4hhlt2vksurnv03,1059892.0,1059892.0,0.0,100.0,0.0,2,2,0,627.68,634.43,610.56
7652,bc1p6ae6905fh3vwdggnf7hwu6m7f5myqsyu82tpcqvfxfzq8ghdqvaq9qcq3q,1059806.14581,1059806.14581,0.0,100.0,0.0,14,14,0,609.67,628.25,541.99
7653,bc1pg83avlwq5h2upyn5yz7z2dz6e2tqlve90maeufxfsps9dj0ffyjqv6yn0t,1059806.0,1059806.0,0.0,100.0,0.0,4,4,0,814.32,841.78,570.66
7654,bc1prunpdjpmt4tjcmfqkkeycunz5ex27vaykwv6eswtp2ll6vrseflsk4f4pv,1059806.0,1059806.0,0.0,100.0,0.0,2,2,0,817.03,841.79,687.44
7655,bc1pfpu0jv7t5x2j28nhztxsp9ccz84x3fuqy6waqgkmma3gcf9xayjqfqy7v0,1059801.00002,1059801.00002,0.0,100.0,0.0,8,8,0,666.17,809.43,573.22
7656,bc1pt60nwvs5fu7fy567fs2payajp5r8cw4l2hla3372zvp6jp6f08sqnm7ej3,1059719.0,1059719.0,0.0,100.0,0.0,2,2,0,798.52,841.79,571.91
7657,bc1p6hzmnj4z89gxxu9dwd95m79tg7pzyuwly49y9a2gjnx9prwyayps4crqct,1059715.40071,1059715.40071,0.0,100.0,0.0,5,5,0,808.62,841.78,281.65
7658,bc1pl2ddv9ul20wdw7fyeq4jmwj0awkspmcygh8k4q9prgjzl8jgjqqsspah0h,1059612.0,1059612.0,0.0,100.0,0.0,6,6,0,597.65,613.73,502.66
7659,bc1p9e6lsy89rmmzrc4hj7xng7njpkntnde44af8evsz4kjr8yd52ujszxsqgk,1059000.0,1059000.0,0.0,100.0,0.0,61,61,0,598.06,678.13,531.91
7660,bc1pjkrlpmekr4h7drg6agjntswjq2kesg2zymhhnlmn7rtsjw5e0fhq8ulcvw,1058937.17442,1058937.17442,0.0,100.0,0.0,3,3,0,816.78,841.79,678.48
7661,bc1pgak4y34fk7jf56rvzvtdwp62vfpfyrqk6v6yz50aqxntmzgfna3stfq5gl,1058786.6,1058786.6,0.0,100.0,0.0,3,3,0,815.58,841.78,602.01
7662,bc1pygqueva49xssvykk0gj7kn4kkt7eanjpmsvml98avlzr3tpjep4q620tdz,1058759.72143,1058759.72143,0.0,100.0,0.0,2,2,0,584.7,801.49,540.61
7663,bc1p2cfjza56mgdujg8f79575u2y6dcwfs0d7pcth23lvkucr65ljq5svgtqs3,1058642.41336,1058642.41336,0.0,100.0,0.0,3,3,0,518.55,553.87,442.78
7664,bc1p00e9r7fyfmvk0k8uhz92tyl3nrzf2xwksw93hx57dzea73qz0hfql85x46,1058486.46064,1058486.46064,0.0,100.0,0.0,10,10,0,349.79,587.52,218.24
7665,bc1p43cane3wyc23q3g52zv8u3xnp4904k2zxk36hsca05khm3uwqmvs79p2dy,1057752.1823,1057752.1823,0.0,100.0,0.0,5,5,0,802.35,814.47,706.9
7666,bc1pd5s60u0smcd042snpk3ga5mcf92jlllhhsptmzxesuq0fhqug2lsezu5ce,1057629.0,1057629.0,0.0,100.0,0.0,2,2,0,580.62,633.97,539.93
7667,bc1p5qs8w04yhqf2ctjxacujtmmkh5hlxh44a0hmlrz2k7rjm2vzz0us3k7tu3,1057538.24833,1057538.24833,0.0,100.0,0.0,10,10,0,579.95,663.2,524.6
7668,bc1pr2jg68yd7j92yhjvpe89x8zts9m3xst7fppz4pczc3uxlf75rh2s8va0jz,1057288.91,1057288.91,0.0,100.0,0.0,4,4,0,583.82,608.77,448.49
7669,bc1p8ht8mgvcsqpmzf440f4sr57u0wdk6hlrxvhs6lp7pl7g45fmvuwqqp82kn,1057195.99916,1057195.99916,0.0,100.0,0.0,5,5,0,830.29,841.78,659.55
7670,bc1pe782pluy3u5l790w8cdatjga6xgjtjrdxzqevs8yg8tl32e82vlsfswrgv,1057190.9719,1057190.9719,0.0,100.0,0.0,5,5,0,464.38,571.65,421.24
7671,bc1p9g7u0m85kedfvpc6rqg7wtfhqkr9wrdfddnxkh9sh3jp6hng6apsp7hlty,1057176.65386,1057176.65386,0.0,100.0,0.0,2,2,0,560.08,560.08,560.08
7672,bc1p9q2lesx9xwlwucarjwznn74rp0244rykkqkm99wsv3yafne86xkq5cmw2n,1057127.58954,1057127.58954,0.0,100.0,0.0,1,1,0,391.8,391.8,391.8
7673,bc1p9l2pzya8er5p5y0fxmw7hmg89dhzj4wsm429h39q8ll5cclnyj7q9pn7s2,1057056.07187,1057056.07187,0.0,100.0,0.0,1,1,0,342.32,342.32,342.32
7674,bc1pt6f44e3qwgt5wjsvcdkw0nc8l96a6fuqgpr0pj5tm6tterw4zw2qd7tlew,1056757.0,1056757.0,0.0,100.0,0.0,2,2,0,382.29,382.33,382.29
7675,bc1prl4qprvcqz6rshae7zcuequ2zpy7medwtks0npx5snrkhejjvlxs5lqyf3,1056706.34892,1056706.34892,0.0,100.0,0.0,3,3,0,255.71,568.25,167.17
7676,bc1pl98lwn6kydmg73evpm5jdl93mpug6me3dh7lkwwj9wu2qz535gdq722ggt,1056568.15725,1056568.15725,0.0,100.0,0.0,2,2,0,460.94,559.81,398.84
7677,bc1pqrqvd026dpagxw94ku0e47td6tqsfkzm2g2wyd43lnasj5eu547q7fg5fg,1056542.31,1056542.31,0.0,100.0,0.0,1,1,0,776.66,776.66,776.66
7678,bc1pgp55w6w23w3tqgck6el5ng2xpcjeydjasvfwyn295hzn90kskk9shcqa5u,1056480.0,1056480.0,0.0,100.0,0.0,6,6,0,533.66,801.41,365.89
7679,bc1pf8mzuwrpe7wdm58crscrf3jn2dgrjwnw638g6yzk8v74fydtljcsjmvm9p,1056409.42027,416727.3626,639682.05767,39.4475,60.5525,13,8,5,276.48,708.64,125.43
7680,bc1pu36ggamyx093elxmqj8jr293d3fk2fdfffczsa2c8844ej7e9k4qj2d423,1056287.03863,1056287.03863,0.0,100.0,0.0,8,8,0,456.37,663.13,277.1
7681,bc1pmfkrwweuq3xxj47wx4e6g9spf82y2l2spuaxddfjt3uqypxjyens60n3lc,1055481.71263,1055481.71263,0.0,100.0,0.0,6,6,0,416.24,532.18,222.19
7682,bc1p84hpy0c00fmdc5x3rmy3q5yhadss5yhygnvtk4g97r2l0kj6hnzqu8686u,1055285.1,1055285.1,0.0,100.0,0.0,10,10,0,630.44,806.07,449.18
