lapide,address,dog,utxo_count,posicao_residencial,airdrop,assinou,direito,x_m,z_m
L03751,bc1pzjkuk04sgn0u5kcljdp9yea6cdprtwtkad0v2as55t6jv8zyk8nsprxyes,110.18628,1,70876,0,0,licença paga + mint do deed = lote no anel de expansão,-6771.03,-2153.51
L03752,bc1pw8rtafg84l8kyqehltj3nurs3x6amegn08ppk9c7c45l9yn5rdqqfz39ez,110.18558,1,70877,0,0,licença paga + mint do deed = lote no anel de expansão,-6770.56,-2154.94
L03753,bc1pc7vftyxq4542an4gpm648ex5wv9g6khv5nk3a3fvxme0vwhzv9ksa7ajdc,110.18487,1,70878,0,0,licença paga + mint do deed = lote no anel de expansão,-6770.1,-2156.37
L03754,bc1p082dd6wsjxmadt6gj0zl564cwnd3wwt7werk4as7n3x9mm5at8zqt2xy5x,110.18417,1,70879,0,0,licença paga + mint do deed = lote no anel de expansão,-6769.64,-2157.79
L03755,bc1pgfgxef48dzkf4cv66mczgtcx5pzqe3h0decpcme5h4xs99jgxzlqctnf6y,110.13161,1,71029,0,1,licença paga + mint do deed = lote no anel de expansão,-6769.17,-2159.22
L03756,bc1p43t6hz4xfrceqa8kavzjc6w8jhmn3c6gzcw73na7j8xks26fg7qstapxy0,110.125,2,70189,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.71,-2160.65
L03757,bc1pzwd75lmuv8eg0m3xm07y9knmvawzr2pfx2lgzmp8qn70ed04xduqglv6st,110.1224,1,71030,0,0,licença paga + mint do deed = lote no anel de expansão,-6768.24,-2162.07
L03758,bc1pzddzcw90k5zlxmyzfyar3jvrcwmyzpeg4hmghhx2uewgw4ud5ytqxkareq,110.11691,1,71026,0,0,licença paga + mint do deed = lote no anel de expansão,-6767.78,-2163.5
L03759,bc1ppvtj5m6w99ljy3lu30je7tsfngurs895w9rpczzt2hthstnglnvqks539e,110.11364,1,70880,0,0,licença paga + mint do deed = lote no anel de expansão,-6767.32,-2164.93
L03760,bc1p9xjdmz5x93l0ltdctdemjq4nsjwrc4vrs69233qkptnntcf6vgds6sucl7,110.11282,1,70881,0,0,licença paga + mint do deed = lote no anel de expansão,-6766.85,-2166.35
L03761,bc1psfrpdklml29snry0zh24std3c8pufjm7ms0tmh89wnswzdq3fs6s88x0c8,110.11154,1,71027,0,0,licença paga + mint do deed = lote no anel de expansão,-6766.39,-2167.78
L03762,bc1pu7w9yxef2qev2q8677487m3qcnr9c695ua8pzck7qv9rrkkus9yqre7t3q,110.10924,1,71028,0,1,licença paga + mint do deed = lote no anel de expansão,-6765.93,-2169.2
L03763,bc1pqs6sjtdujrjsmhfs6vgkrq2ej6thycsw7xqcul62k6drzkujawgqeh6chv,110.10596,1,70882,0,0,licença paga + mint do deed = lote no anel de expansão,-6765.46,-2170.63
L03764,bc1pzjuzlz2aeupwx7j090zg93r6ez4gv4jj8neh95pfxmcjpag9cwdqdmchfe,110.0875,1,70497,0,0,licença paga + mint do deed = lote no anel de expansão,-6765.0,-2172.06
L03765,bc1p0fnt097lw53887l0xruhygggydrdph9vpttacxjdjpssf28yqtqs205n9j,110.0875,1,70498,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.54,-2173.48
L03766,bc1pjej6mufr6hn562fh8t0f8a7wgvvyxajfr9vden228lg4wvdtz57qg7ahya,110.0875,1,70499,0,0,licença paga + mint do deed = lote no anel de expansão,-6764.07,-2174.91
L03767,bc1pp9qy3gnzkck4pjz2ymlfwjgkvdquvyxnktgem76zt8x969ka6wqsftl5yl,110.0875,1,70500,0,0,licença paga + mint do deed = lote no anel de expansão,-6763.61,-2176.34
L03768,bc1p6r069g0nk7tzkykyv972er3yte9ydzdyy50jgsyu6cv4hrhsm43qy4x4ky,110.0875,1,70501,0,0,licença paga + mint do deed = lote no anel de expansão,-6763.15,-2177.76
L03769,bc1p6aex3jemuqqy7jm5r85343xvhkauh6uz0q3rl7z32dwyc4kkzthqwfhej2,110.0875,1,70502,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.68,-2179.19
L03770,bc1prx7fzajgyg3krgvm5emrfmppkzh9ch7u2kxnxvg8a0dq92pcexvqvuchwl,110.0875,1,70503,0,0,licença paga + mint do deed = lote no anel de expansão,-6762.22,-2180.62
L03771,bc1pn55peqgts6n7ns427g5qlr5q783zref8zscuhz4234pp4huv8lqqczlwsw,110.0875,1,70504,0,0,licença paga + mint do deed = lote no anel de expansão,-6761.76,-2182.04
L03772,bc1p03uu6pc4fp5vzx3gghhc4au53c4vsjujdnq9n2ymju5yh7hcmzxqsku9k4,110.0875,1,70505,0,0,licença paga + mint do deed = lote no anel de expansão,-6761.29,-2183.47
L03773,bc1pc5hxk2ta9sr6qexzzhzcg4qlyc3zcj578q7m29nwl0egyhc2u44qm44j04,110.0,2,70182,0,0,licença paga + mint do deed = lote no anel de expansão,-6760.83,-2184.9
L03774,bc1pfv3euqyc4mw683ln9jtevp4mxmerdd4laf6df9rswre7uunmfy7qvs8mwz,110.0,1,70187,0,0,licença paga + mint do deed = lote no anel de expansão,-6760.36,-2186.32
L03775,bc1q3e2aewdvve9yv30y5a505lc9zxhfnhfqkhl08p,110.0,1,70207,0,0,licença paga + mint do deed = lote no anel de expansão,-6759.9,-2187.75
L03776,bc1p9a5hert23l2eqj8h5ustsfp9gqdueejay49x52q3m7h9pcfa03nqh9vh75,110.0,1,70302,0,1,licença paga + mint do deed = lote no anel de expansão,-6759.44,-2189.18
L03777,bc1p9akjv9ekrc6h76ltnj45s79tfrljt8kmtks6zn4p7d0sfj6c5t3qwcl9ct,110.0,4,70305,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.97,-2190.6
L03778,bc1p79fqslrnnjds46meydv9kg3ve02awuxx6dr2hpx2x80z7mrqfjrq6fw6al,110.0,2,70309,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.51,-2192.03
L03779,bc1pkftqhas37dv0xq56hhhnl75dlkak0clfpneqvk90xdtqelhlqajsx0dmjx,110.0,2,70310,0,0,licença paga + mint do deed = lote no anel de expansão,-6758.05,-2193.46
L03780,bc1pgjxtzvcy5cmvfuaknua29zvtaspwah73y60qmtr7zwxgl0dpwsdq8v8npp,110.0,1,70313,0,0,licença paga + mint do deed = lote no anel de expansão,-6757.58,-2194.88
L03781,bc1pkc46lk6xggeph92wvys845hh6vq7fp303rjqj5ctzg2xk6vhrp5skdx2e7,110.0,1,70314,0,0,licença paga + mint do deed = lote no anel de expansão,-6757.12,-2196.31
L03782,bc1pcfxz8nfdef4338cgl6xfc62gf867uey6d5umc4a4nllm43ks599suvvfu3,110.0,2,70322,0,0,licença paga + mint do deed = lote no anel de expansão,-6756.66,-2197.74
L03783,bc1p3keg79f2nmu2lslfs5gn7auevclc7l27t0ge0lu8kfdmu6qpztkqf6zv65,110.0,2,70338,0,0,licença paga + mint do deed = lote no anel de expansão,-6756.19,-2199.16
L03784,bc1p69279hmj48zqd0ptwaewtlfsqaqlzr3gtt393sae0edlwextnf2s004qu3,110.0,5,70350,0,1,licença paga + mint do deed = lote no anel de expansão,-6755.73,-2200.59
L03785,bc1py7mzsaazf3dzya59gszgnee0xyuzvz99fvn3cw6q43vp0mqavmjsf2ucr9,110.0,1,70362,0,0,licença paga + mint do deed = lote no anel de expansão,-6755.27,-2202.02
L03786,bc1p0njr7m9jr3a0lsq77mjg76krfttp69grfgrszazgkwfk37krl36smafsyd,110.0,1,70416,0,0,licença paga + mint do deed = lote no anel de expansão,-6754.8,-2203.44
L03787,bc1ppyruk8wwtshkfgzavn3j2n028vvnjmsxjjsu5ttmefs0dkr7cf7skg5x84,110.0,1,70523,0,0,licença paga + mint do deed = lote no anel de expansão,-6754.34,-2204.87
L03788,bc1pwecr7g9ldz86al692xrs8zt4guam4dypykxlfpyzzgrxd0ckvk4qcg0rvl,110.0,1,70524,0,0,licença paga + mint do deed = lote no anel de expansão,-6753.88,-2206.3
L03789,bc1pq287usxk45qp2dhykx6l34p4gppnajdxd3d38sc7340sw2d03nts73pt7v,110.0,1,70525,0,0,licença paga + mint do deed = lote no anel de expansão,-6753.41,-2207.72
L03790,bc1pjlp2spl3hd2h29e82z82fwa3e2f5wc49ws5khslx2atlddemexfqs09u72,110.0,1,70526,0,0,licença paga + mint do deed = lote no anel de expansão,-6752.95,-2209.15
L03791,bc1pq3uzlhl7x0r2hr03sheampqtlptjdfts4wq8wdj00c5cdy48ftcs34p3nx,110.0,1,70527,0,0,licença paga + mint do deed = lote no anel de expansão,-6752.48,-2210.58
L03792,bc1pdz6h57azpudylyqp3u4q6flep2lsxnsh5dssdjmj7dr37ju7rjxqnhz909,110.0,1,70528,0,0,licença paga + mint do deed = lote no anel de expansão,-6752.02,-2212.0
L03793,bc1pndgjlry0ywftn8r2cpq59m05xkuqy37f9vnmxrurlr4jce82m3hq7ff9ra,110.0,1,70529,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.56,-2213.43
L03794,bc1pv56zssucmkk75x9fa07fpj3em9ram8ed2gvcrs9nxt7mefr8tg2s88w8j6,110.0,1,70530,0,0,licença paga + mint do deed = lote no anel de expansão,-6751.09,-2214.86
L03795,bc1pq5jx2a4hxlg2mpsld335zqs5urrf6q8emcfdlw7whmu4k7zetvnstyk42e,110.0,1,70531,0,0,licença paga + mint do deed = lote no anel de expansão,-6750.63,-2216.28
L03796,bc1pzxr4sy5cgalq9hl2ny3kj73u0g0pqyfmhah95325a8058c64hwequ9q74z,110.0,1,70532,0,0,licença paga + mint do deed = lote no anel de expansão,-6750.17,-2217.71
L03797,bc1pjjxdqgkqz7zfan0ysjv843spqg6unsg84mngmd4ks47gnly30zxqt6rnaw,110.0,1,70533,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.7,-2219.14
L03798,bc1p04wmz5v9xjkn26u7cqjwcqzus3cls9sasl3nkfjnkvrxr472jgwqcaf2pc,110.0,1,70534,0,0,licença paga + mint do deed = lote no anel de expansão,-6749.24,-2220.56
L03799,bc1pnx80mt7wlkgh8gpl3ynfxj8v68kwgp0nu9x6r27dkcqfru9g23gqmwzk6j,110.0,1,70541,0,0,licença paga + mint do deed = lote no anel de expansão,-6748.78,-2221.99
L03800,bc1pcf67uwpgvjemxgz9nyq7grc7kw9zzq5ceday0xqavge4ghetyd6qr7euhv,110.0,1,70542,0,0,licença paga + mint do deed = lote no anel de expansão,-6748.31,-2223.42
L03801,bc1pgqle99ysqx4wyuatshf9wvqqxtkhq6cjtpz23tgvhyj9vm02gg9qxy3nny,110.0,1,70543,0,0,licença paga + mint do deed = lote no anel de expansão,-6747.85,-2224.84
L03802,bc1pqdekpn9su6jxvty9ha2tvzwxy39tk3s4v2z3mhmzapmnajfnxyasrukxsf,110.0,1,70544,0,0,licença paga + mint do deed = lote no anel de expansão,-6747.39,-2226.27
L03803,bc1pmpc7xjn5rwwcy5kfyseyszcz2jmqtg8e6q8s9asrt5y3ghk7mgsqtujw9h,110.0,1,70564,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.92,-2227.69
L03804,bc1p2rquyqahklzneluew86wzrtmdmsfdv4szcysr37fuz5gvxfkmyhqeq9m0v,110.0,1,70565,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.46,-2229.12
L03805,bc1p0tluw4c7mh2q7n34jeun4fjnx7senlqzht8nlvma6n08x9w7xqzqhzywhr,110.0,1,70566,0,0,licença paga + mint do deed = lote no anel de expansão,-6746.0,-2230.55
L03806,bc1pm63wja3y0wn9q6yqxalhmevsa7ddn28fmcx2snv2c7sxy25exwdq7ru4tg,110.0,1,70567,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.53,-2231.97
L03807,bc1p3y6rlu2faaww6rf5j3dhe88808v4m2rwszvsx0cex84kkdu6garqmmxxw4,110.0,1,70568,0,0,licença paga + mint do deed = lote no anel de expansão,-6745.07,-2233.4
L03808,bc1pqrhpt45ed307wprp22xlrpztr50paem5wjp2llm26km3l5thprjsy4qaw4,110.0,1,70569,0,0,licença paga + mint do deed = lote no anel de expansão,-6744.6,-2234.83
L03809,bc1ppa5c3f9qw025xq0qmnvlmlhmgfy6yfgfr8wmufazd6qtzxdlx2wq5xq40m,110.0,1,70570,0,0,licença paga + mint do deed = lote no anel de expansão,-6744.14,-2236.25
L03810,bc1pvuykmw6rw57wad7pp207ehfphysj088ysy4hjpx9vcwdc32ay2zsut03nn,110.0,1,70571,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.68,-2237.68
L03811,bc1ph5xfczzquetpdgpqkdm3l8j6dydy9a8xplcthp9ec04hgap5vq2s8hmq65,110.0,1,70572,0,0,licença paga + mint do deed = lote no anel de expansão,-6743.21,-2239.11
L03812,bc1pkxf0523cjkaeurzvcg2lzkklqtvwk4m2l8zrqfj8wvuav8wnwzrsvy70s7,110.0,1,70573,0,0,licença paga + mint do deed = lote no anel de expansão,-6742.75,-2240.53
L03813,bc1p3k2s80cjluh3ec5md307l2mth8m5r0g5rqga5pa4tckm0gujcyys4g6pv0,110.0,1,70574,0,0,licença paga + mint do deed = lote no anel de expansão,-6742.29,-2241.96
L03814,bc1pvxw7q9zlrj88rpgsd4tklp76ql537hcrhtnn2hx4y5ryzugqxvss9vcqqt,110.0,1,70575,0,0,licença paga + mint do deed = lote no anel de expansão,-6741.82,-2243.39
L03815,bc1pnfvt43w5922e789ksldfattuhs5e2kzdp6zg6sqx707xs8ca2lzs0acw6v,110.0,1,70576,0,0,licença paga + mint do deed = lote no anel de expansão,-6741.36,-2244.81
L03816,bc1paen4c8hra449cz50z9klte7u85rrprtl8h936pav4hesnauerg6s7cpg0f,110.0,1,70577,0,0,licença paga + mint do deed = lote no anel de expansão,-6740.9,-2246.24
L03817,bc1psdayetjsft52yg33qsnanuryjsrgyzvl2a8z3uruuwv225k62lmqkzp0yr,110.0,1,70578,0,0,licença paga + mint do deed = lote no anel de expansão,-6740.43,-2247.67
L03818,bc1p4s5hkuvnxntyh0hh3cgetkt7h8m2gqj29crntxckca5695dpz6mqnjr5s8,110.0,1,70579,0,0,licença paga + mint do deed = lote no anel de expansão,-6739.97,-2249.09
L03819,bc1pa6dwp6fvz2x6d026dplk3qq48pmnfydqjneg7kvyeh6jy8x0vc6sx0h987,110.0,10,70580,0,1,licença paga + mint do deed = lote no anel de expansão,-6739.51,-2250.52
L03820,bc1p5hnj9nqpm4kdfczmeas2nndpthmf3yccyjqc4dpu7ne7jusjlveqxh9dzx,110.0,1,70582,0,0,licença paga + mint do deed = lote no anel de expansão,-6739.04,-2251.95
L03821,bc1pp44yaa3yrdryjxl3d5j6czm8x48tcj9uzzyd37jlct487k2aht8qwqxhfj,110.0,1,70600,0,0,licença paga + mint do deed = lote no anel de expansão,-6738.58,-2253.37
L03822,bc1p43v9p9uz20w0shxvhwgesuyv8pnn3vg7d9wg79qcfd3zdm0nu6xsj0nxex,110.0,4,70656,0,0,licença paga + mint do deed = lote no anel de expansão,-6738.12,-2254.8
L03823,bc1q3gnec26l7aj6ld5wvkuafuvldyvrq0sh2vzr0y,110.0,1,70686,0,0,licença paga + mint do deed = lote no anel de expansão,-6737.65,-2256.23
L03824,bc1qy9d3vy3zxpdyklegee6n6xea4da9yxevgrkz0q,110.0,1,70687,0,0,licença paga + mint do deed = lote no anel de expansão,-6737.19,-2257.65
L03825,bc1p4wfedql55phatwhcffv9gjqsnw0dhj8ptde270ev8gpj4mmwz4xsun6nsp,110.0,2,71032,0,0,licença paga + mint do deed = lote no anel de expansão,-6736.72,-2259.08
L03826,bc1pntrpdlgf9m68cdtq7gx3j8hhzvxm7szkf7v2px5j2jqvzdwq2rhsx36ve7,110.0,1,72323,0,0,licença paga + mint do deed = lote no anel de expansão,-6736.26,-2260.51
L03827,bc1pwe96th3varwt9umdfrhdnr69g4vq5urzhh3e5ku6ce7ph8q4jqqsnfrzn8,110.0,3,72325,0,0,licença paga + mint do deed = lote no anel de expansão,-6735.8,-2261.93
L03828,bc1papfdv383x585488l0zpxhy3r7xhhlx0xc350q0vsvw8xz6rld85q663skd,110.0,1,72486,0,1,licença paga + mint do deed = lote no anel de expansão,-6735.33,-2263.36
L03829,bc1prhqd5anc0se2l3mmj87qqlwu6f6cyx7ay8usnv5rl7qmklcg3k8s0vd0eh,110.0,1,72515,0,0,licença paga + mint do deed = lote no anel de expansão,-6734.87,-2264.79
L03830,bc1p30l8cgyqc9d4vgc4a8h220kmzslq2d7nujj2eaa8hj2qafm8qafqwpk8vc,110.0,2,74347,0,0,licença paga + mint do deed = lote no anel de expansão,-6734.41,-2266.21
L03831,bc1pve26wdc0uy4wwtcfp08tuflls5fq0sdm2hjgh98lmc3gsv33p0cs07nklg,110.0,3,74362,0,0,licença paga + mint do deed = lote no anel de expansão,-6733.94,-2267.64
L03832,bc1pxah5ryt7fws56scl3zpu9pe7ec2znlc387w69s0k77mau79783nqs0fqxw,110.0,1,74403,0,0,licença paga + mint do deed = lote no anel de expansão,-6733.48,-2269.07
L03833,bc1pqwud42ajnuj7sw4xelegsaqf5mdlr07gcky2eaau4wqnzu9rqkesgqe586,110.0,1,74405,0,0,licença paga + mint do deed = lote no anel de expansão,-6733.02,-2270.49
L03834,bc1p6t0mamlaxmvzvnacm3edkczdxuqudgyl9mzmjkdtglx2q6d92tmsyht8j3,110.0,1,74406,0,0,licença paga + mint do deed = lote no anel de expansão,-6732.55,-2271.92
L03835,bc1pecuh5jrme2ce5lah8s06kqkmwm0nv68zda88kh6h5eh6qdgqws3qyldh3z,110.0,7,74408,0,0,licença paga + mint do deed = lote no anel de expansão,-6732.09,-2273.35
L03836,bc1p54c4ge44k55n3ekk8e9rp9hktnawwn8x896kqmagptn60zepsu9szt5t53,110.0,1,74409,0,0,licença paga + mint do deed = lote no anel de expansão,-6731.63,-2274.77
L03837,bc1pt6kz3hwq6kezfaesa88zsfmfzdfla2juknfzjx0nf789d4hpp6yqmuh909,110.0,1,74416,0,0,licença paga + mint do deed = lote no anel de expansão,-6731.16,-2276.2
L03838,bc1ppha4vm0prxq0m7cvv7fkjrymv8k3g00cyljpgj6vylel2nq56qhsqjzspt,110.0,1,74537,0,1,licença paga + mint do deed = lote no anel de expansão,-6730.7,-2277.63
L03839,bc1q5vfs5y8m4c46w2dsxejk9uw3kve4hju5z4z7zf,110.0,1,75151,0,0,licença paga + mint do deed = lote no anel de expansão,-6730.24,-2279.05
L03840,bc1pcpch7jvkn2q6fs0merrfurwgnx0xpenrrg6ntlclu279rmae5ayqkd6ssh,110.0,2,75922,0,0,licença paga + mint do deed = lote no anel de expansão,-6729.77,-2280.48
L03841,bc1qsdzpqqla5vumcavuf9x4lm29e48293n2upnfusjr8csc4xr6xwusuvp0wa,110.0,1,75981,0,0,licença paga + mint do deed = lote no anel de expansão,-6729.31,-2281.91
L03842,bc1pqkzd9rhtdmwfhyatz4cwesdrlm2jukcwyg43d0wq256qlx3af74qfvn0u5,109.83816,1,71038,0,1,licença paga + mint do deed = lote no anel de expansão,-6728.84,-2283.33
L03843,bc1p3txl84q2tawkeyvgc2292wnfk6dlvyf4ysrpz2hp2z8rmxwu2fyqrldm2p,109.52222,1,72249,0,0,licença paga + mint do deed = lote no anel de expansão,-6728.38,-2284.76
L03844,bc1pqcs2h28s2nt8x3qg69kjc9uar3jpamperpdktl4ssuxd3ltrsq5skdqfzt,109.52222,1,72250,0,0,licença paga + mint do deed = lote no anel de expansão,-6727.92,-2286.18
L03845,bc1phvtge6a3zhcm30ucy3u5qwmvp7wxcemas3vxwzcwahhd9u8t5aysqf7wrx,109.52133,1,72251,0,0,licença paga + mint do deed = lote no anel de expansão,-6727.45,-2287.61
L03846,bc1pjm6w5zq6vvt4e6uftrp7vlm2axfgzspkdrfymve4pud20du0ut7skgf6w3,109.5,2,70894,0,0,licença paga + mint do deed = lote no anel de expansão,-6726.99,-2289.04
L03847,bc1p6hey47f270ed969hdc9tf6jq03rqa7qs7fn4xsfmmcz07wyg53mswaqtd7,109.39352,2,75214,0,12,licença paga + mint do deed = lote no anel de expansão,-6726.53,-2290.46
L03848,bc1pc89mp05r2t74w9epy4uy0a3uphwqgmmv4uj556vkw04tffcgr8zs3tt8dx,109.14896,1,72194,0,0,licença paga + mint do deed = lote no anel de expansão,-6726.06,-2291.89
L03849,bc1pvawexsds2c5caqk9m6tz0pefa4uwzm9wzh4rpnu72eayzjt4q0sqc0jyad,109.12931,1,71149,0,0,licença paga + mint do deed = lote no anel de expansão,-6725.6,-2293.32
L03850,bc1pjkltsdvf7fyeqzjg6z783s687f8q76wem6eaw9m8ppcpv2d0x70qt0slxp,109.0,1,70584,0,0,licença paga + mint do deed = lote no anel de expansão,-6725.14,-2294.74
L03851,bc1px4zny0uxhq2apaqmjqw3hx76xkayefrc5lj0ezmurdvr03tw40rsq4lnfz,109.0,1,70588,0,0,licença paga + mint do deed = lote no anel de expansão,-6724.67,-2296.17
L03852,bc1pgwqlqvkc8zhd6w5vdejzk93swykwjgdq0ukwpy6xu2d7fj97q8zqf8cu7u,109.0,1,70589,0,0,licença paga + mint do deed = lote no anel de expansão,-6724.21,-2297.6
L03853,bc1pgs756249pnwkkrjddsyz38r86edvc4rntgmh7yncjzafqz4lx2xqfw9w8u,109.0,1,70590,0,0,licença paga + mint do deed = lote no anel de expansão,-6723.75,-2299.02
L03854,bc1ptewvhdk32tuncngdfcwe6xll7usp9leyaazkdz57nwcewe36zzaqe9np8u,109.0,1,70591,0,0,licença paga + mint do deed = lote no anel de expansão,-6723.28,-2300.45
L03855,bc1p9aek8v298dgnpe8krhjrqqc2tg0ue4an044q8qq5ursew7sv5r7s8fzlef,109.0,1,70592,0,0,licença paga + mint do deed = lote no anel de expansão,-6722.82,-2301.88
L03856,bc1peh0xe2yx82zqkfnrxxagjjyjvyxqgfazd37seu4m8hpws0unrjksdmrlre,109.0,1,70593,0,0,licença paga + mint do deed = lote no anel de expansão,-6722.36,-2303.3
L03857,bc1pwwj0lqhekvyzq8admn7e5c3h00kdk0vuj0a98pjnankrat2luyuqgp5h5r,109.0,1,70595,0,0,licença paga + mint do deed = lote no anel de expansão,-6721.89,-2304.73
L03858,bc1p2negd328prhffwm58ajapu9cgyygefjefcvgj89c5mvqevvp6k7s83w3mv,108.5889,1,74710,0,0,licença paga + mint do deed = lote no anel de expansão,-6721.43,-2306.16
L03859,bc1pw6zm4zn8lfca7aj27a7nzvcnw9upucpexnu8a6z7g3ur3najv72sv7ks6z,108.56884,1,70831,0,0,licença paga + mint do deed = lote no anel de expansão,-6720.96,-2307.58
L03860,bc1p6qp5kmhysu7e4lpnndlvxsa69mu9ypd3fymt3sw8efwrjcqvml7qplmzdn,108.54061,1,74462,0,0,licença paga + mint do deed = lote no anel de expansão,-6720.5,-2309.01
L03861,bc1ps3k2c8sc07y95dfrjyxhufvllf69wmtadnus9w0drvx6lhudphnqypkmnk,108.36332,1,72286,0,0,licença paga + mint do deed = lote no anel de expansão,-6720.04,-2310.44
L03862,bc1pzsq7rasm67ae557r797g9c0uw7a5z7sz6dmhsvdlskavdvkzzv0qwxvkrm,108.18181,1,70317,0,0,licença paga + mint do deed = lote no anel de expansão,-6719.57,-2311.86
L03863,bc1pywwyxcxd8uajws7ja5h95l0wj8206ueh62w2ks4vun374t3p05ysyzrn45,108.13,1,75209,0,0,licença paga + mint do deed = lote no anel de expansão,-6719.11,-2313.29
L03864,bc1p7w6htawhfyz3728ekq8v5ezdqjqx7f6484velh0ddpfep7j3va2qglgwth,108.0,1,70639,0,0,licença paga + mint do deed = lote no anel de expansão,-6718.65,-2314.72
L03865,bc1pcaqd68kwy6355evam8zalsxlmr4efzq8lsd93xhr2kxvqsjkf8hqn7twq9,108.0,1,70640,0,0,licença paga + mint do deed = lote no anel de expansão,-6718.18,-2316.14
L03866,bc1pffdemjplpkmh8djsm0mfe0enjvnepg0qel8q9s9ua4qcyqul2s6sltvq86,108.0,1,70641,0,0,licença paga + mint do deed = lote no anel de expansão,-6717.72,-2317.57
L03867,bc1p437j5472hqd4568m6w8dwa37gp402xz7pfkcpdw0090va04vctksq4zx0w,108.0,1,71452,0,0,licença paga + mint do deed = lote no anel de expansão,-6717.26,-2319.0
L03868,bc1p5d05k40zrnv8yduvvawhp6mwx3pt4xkvrp3hf4ch445rtpe7pzssj0usss,108.0,1,71453,0,0,licença paga + mint do deed = lote no anel de expansão,-6716.79,-2320.42
L03869,bc1phxjxzsutfg5g3gsxxd6yg6e78gy3vyrt25hgx7qkr7vdm2agy7us78jygg,108.0,1,71454,0,0,licença paga + mint do deed = lote no anel de expansão,-6716.33,-2321.85
L03870,bc1pyhxmhu6hexxttt947l6aul26fmqs37mf6zw7ef7wc2e8s09x520qd2gn90,108.0,1,71455,0,0,licença paga + mint do deed = lote no anel de expansão,-6715.87,-2323.28
L03871,bc1pshl27fh3442flajp4p4dsec5fezd2l853rwkeqwcfz4n6gr8m5rscl9vka,108.0,1,71456,0,0,licença paga + mint do deed = lote no anel de expansão,-6715.4,-2324.7
L03872,bc1pegrjchywlgf0pvy5l79630r7jzztn4h5ag64ucy3yyq5x0jsvytssu25m2,108.0,1,71457,0,0,licença paga + mint do deed = lote no anel de expansão,-6714.94,-2326.13
L03873,bc1ph9ez3sz2mtnrrgc2g4z6wh38a7w2hja2zchdn2h34g9r58aq8m3s6kgdv0,108.0,1,71458,0,0,licença paga + mint do deed = lote no anel de expansão,-6714.48,-2327.56
L03874,bc1pj3379hlsvv2f3qs98dp9nzuqaqeljeu0da8ktv7u6jzqg8khcd2sfx3pu0,108.0,1,71459,0,0,licença paga + mint do deed = lote no anel de expansão,-6714.01,-2328.98
L03875,bc1pqa98arqmdvh4qc7q62y2axt057mncnhxypjx9rsny4jnxwn3fwwsrn2t0n,108.0,1,71460,0,0,licença paga + mint do deed = lote no anel de expansão,-6713.55,-2330.41
L03876,bc1p43365h58n4k5k5txl82h36vaaqkm2vn58qau3rw9s65qfe86j3lsf06r5p,108.0,1,71461,0,0,licença paga + mint do deed = lote no anel de expansão,-6713.08,-2331.84
L03877,bc1p4akmp6wf84u0eg0fx26qs9ruz82sjt750f2mn8m9fkh6xgmzhwmqwzrau8,108.0,1,71462,0,0,licença paga + mint do deed = lote no anel de expansão,-6712.62,-2333.26
L03878,bc1ppgw36slac677ad2903dpfcyrh2tta70dp2lgfx7t2au73r7a809qve4863,108.0,1,71463,0,0,licença paga + mint do deed = lote no anel de expansão,-6712.16,-2334.69
L03879,bc1pya7t39f6fc2ekgp3vtg9s4k0vndudemswufcpyqrkpj0ympwcvusqwvunn,108.0,1,71464,0,0,licença paga + mint do deed = lote no anel de expansão,-6711.69,-2336.12
L03880,bc1p9j6f36stzzdh8vzm9katqh78dmvkk3n3x56m4984p94cmudz2vdsrmns6w,108.0,1,71465,0,0,licença paga + mint do deed = lote no anel de expansão,-6711.23,-2337.54
L03881,bc1pqazy4s3uesyp4qjpwk2xc52fa6e4nhye92ugc7mk3fk5j3h5xhns59hnuv,108.0,1,71466,0,0,licença paga + mint do deed = lote no anel de expansão,-6710.77,-2338.97
L03882,bc1p7fecthqdypykrvk4edqmnc85z0pjz8kdvj9zxpdxm6yx42szrfms5j0ssv,108.0,1,71467,0,0,licença paga + mint do deed = lote no anel de expansão,-6710.3,-2340.4
L03883,bc1paps57t0a990cdaxedz6r0h7t2llqwavnhnxxch9jrdkp6vjkc3wqx6uhj5,108.0,1,71468,0,0,licença paga + mint do deed = lote no anel de expansão,-6709.84,-2341.82
L03884,bc1p67fwvlmu6czw53txxv7eqes5pmasmg7s2qx8elgqy6e333xvd3uqnpf7v4,108.0,1,71469,0,0,licença paga + mint do deed = lote no anel de expansão,-6709.38,-2343.25
L03885,bc1pskjw0r38xtrqzfv48hnwy8a8gy4vcj0yne46ywsw68vw3gwkx9vqr8p870,108.0,1,71471,0,0,licença paga + mint do deed = lote no anel de expansão,-6708.91,-2344.67
